date,quarter,house_id,house_type,sales_type,year_build,%_change_between_offer_and_purchase,rooms,sqm,sqm_price,address,zipcode,city,area,region,nom_interest_rate%,dk_ann_infl_rate%,yield_on_mortgage_credit_bonds%,purchaseprice
2069,25,1321315,4,3,2016,0,5,163,1840.4908,3287,4040,275,6,3,3,2.9,7.33,300000
7116,83,774217,4,3,1996,-4,5,140,16500,27480,8450,198,2,2,0,0.56,3.06,2310000
4048,47,1126383,1,3,1900,0,3,160,19218.75,24383,4360,289,6,3,2,1.82,4.36,3075000
9972,116,20666,4,3,1978,0,4,126,32936.508,8303,2980,299,1,3,3.6,1.13,4.34,4150000
9494,110,222390,4,3,1937,-4,7,170,12941.177,54138,6700,120,7,2,0,1.85,1.47,2200000
2960,35,1244598,0,3,1936,0,3,89,15056.18,40068,8000,8,2,2,3.25,2.42,6.69,1340000
5879,68,915076,4,3,2013,0,6,225,1555.5555,56314,6600,562,7,2,0.75,2.31,4.53,350000
6396,75,860165,4,3,1961,0,6,133,12015.037,18587,8541,458,2,2,0.25,2.4,3.66,1598000
8377,98,538995,2,1,1966,0,3,60,33333.332,16539,4581,434,6,3,0,0.81,2.12,2000000
5532,64,955657,4,3,2002,-6,5,149,19463.088,64791,5700,500,3,1,1,1.3,5.5,2900000
4887,57,1019733,1,3,1858,0,8,180,4722.222,64710,7700,519,7,2,4,3.42,6.52,850000
5017,58,1004122,4,3,2009,0,6,184,7500,48399,6000,300,7,2,4,3.42,6.52,1380000
1186,14,1392773,4,3,1967,0,5,145,5110.517,59694,4270,260,6,3,3.25,2.18,7.2,741025
3057,36,1235291,1,3,1975,0,5,191,8246.073,42167,7860,474,7,2,3.25,2.42,6.69,1575000
7867,92,648571,4,3,1985,-6,3,151,22350.994,28981,2635,266,1,3,0,0.25,2.55,3375000
3662,43,1172838,2,3,1970,0,5,112,21116.072,45073,3220,528,4,3,2,1.15,5.26,2365000
4096,48,1119941,4,3,1931,0,3,132,6022.727,34249,7800,450,7,2,2,1.82,4.36,795000
420,5,1446076,4,3,1956,0,4,121,6231.405,31120,2640,210,1,3,5,2.13,9.09,754000
2841,34,1256306,4,3,1977,0,5,179,12458.101,57436,2791,104,1,3,3.25,2.42,6.69,2230000
266,3,1458005,4,3,1906,0,7,209,2153.11,56496,6731,530,7,2,5,1.99,8.39,450000
3182,37,1224172,3,3,2003,0,5,141,19594.809,40764,3500,594,4,3,2.75,2.08,5.11,2762868
1756,21,1347371,0,3,1957,0,3,79,6784.81,62887,7430,265,7,2,3.5,2.5,6.6,536000
9287,108,285480,3,3,1988,0,4,87,34425.29,59412,8240,413,2,2,0,1.85,1.47,2995000
5641,66,944342,4,3,2002,0,5,130,6923.077,32217,6760,409,7,2,0.75,2.31,4.53,900000
8871,103,422769,3,3,1880,0,3,63,30158.73,65549,8983,170,2,2,0,0.42,1.1,1900000
9311,108,276524,2,1,2021,0,5,161,3385.0933,40863,6857,66,7,2,0,1.85,1.47,545000
8117,95,597947,3,3,1988,-6,3,73,16095.891,44252,4700,371,6,3,0,0.81,2.12,1175000
7200,84,762630,0,3,1970,0,1,47,24446.809,19631,2300,312,1,3,0,0.56,3.06,1149000
2603,31,1276700,4,3,1966,0,4,182,4340.659,8917,7900,366,7,2,4.5,2.34,7.05,790000
2641,31,1273674,4,1,1966,0,4,156,4166.6665,28156,7470,284,7,2,4.5,2.34,7.05,650000
8390,98,536015,4,3,1999,-1,5,151,14453.643,1464,8700,243,2,2,0,0.81,2.12,2182500
8761,102,446635,1,1,1900,0,3,156,3194.3013,23273,8660,448,2,2,0,0.76,1.35,498311
4450,52,1072484,4,3,1961,0,8,137,19890.512,48590,8680,420,2,2,3,1.92,5.14,2725000
909,11,1412392,4,3,1900,0,6,178,2224.719,56609,8840,427,2,2,3.25,2.13,7.84,396000
9190,107,323288,4,3,1981,0,4,126,12261.904,3408,8620,292,2,2,0,1.85,1.47,1545000
303,3,1455531,4,3,1974,0,5,182,3983.5166,28241,4690,206,6,3,5,1.99,8.39,725000
4858,56,1022454,0,1,1960,0,2,62,21572.58,45950,4000,414,6,3,4,1.69,5.7,1337500
1423,17,1373639,4,3,1965,0,5,148,4641.892,34505,8700,243,2,2,3.5,1.85,6.27,687000
1530,18,1364894,4,3,1909,0,8,238,2257.2478,57154,5970,600,3,1,3.5,1.85,6.27,537225
4142,48,1114145,4,1,1944,0,4,115,2391.3044,38407,9293,303,5,2,2,1.82,4.36,275000
4948,57,1012521,2,3,1974,-5,3,60,17083.334,42539,5932,247,3,1,4,3.42,6.52,1025000
2081,25,1320492,0,3,1986,0,4,84,11190.477,19234,2670,180,1,3,3,2.9,7.33,940000
8042,94,612458,4,3,1953,0,3,105,8535.381,63402,6800,558,7,2,0,1.15,2.26,896215
8213,96,577129,4,3,1967,-7,5,179,5921.7876,34851,6900,451,7,2,0,0.81,2.12,1060000
274,3,1457451,4,3,1961,0,3,127,5212.7793,11984,5300,286,3,1,5,1.99,8.39,662023
3436,40,1197327,4,3,2004,0,5,159,1792.4529,17930,8600,441,2,2,2,2.08,5.11,285000
9190,107,323356,4,3,1948,0,5,170,7941.1763,11656,9510,29,5,2,0,1.85,1.47,1350000
3553,42,1185369,1,3,1973,0,7,162,9431.556,50655,8800,575,2,2,2,1.15,5.26,1527912
2127,25,1316984,0,3,2004,0,2,110,34156.363,6516,7100,564,7,2,3,2.9,7.33,3757200
3435,40,1197701,4,3,1975,0,4,126,8015.873,424,8920,402,2,2,2,2.08,5.11,1010000
4344,51,1087156,3,3,2002,0,3,81,18518.518,50273,8464,157,2,2,2.75,1.92,5.14,1500000
7176,84,765896,3,3,1967,-2,6,137,15693.431,56994,2630,514,1,3,0,0.56,3.06,2150000
4962,58,1010860,2,3,1959,-5,3,59,28813.559,45318,5932,247,3,1,4,3.42,6.52,1700000
9573,111,122121,4,3,1979,-3,6,143,11538.462,29328,6600,562,7,2,1.75,3.31,4.79,1650000
6666,78,830239,4,3,1974,-4,5,200,6475,414,5762,572,3,1,0,0.79,3.48,1295000
450,5,1444242,4,3,1922,0,5,140,3869.7214,42739,8700,243,2,2,5,2.13,9.09,541761
7860,92,649669,2,3,1957,-6,3,68,8198.529,27863,4970,424,6,3,0,0.25,2.55,557500
6531,76,844964,2,1,1987,0,3,64,14687.5,4518,4873,593,6,3,0,2.4,3.66,940000
8894,104,418420,4,3,1929,0,6,134,6679.1045,55969,5610,38,3,1,0,0.42,1.1,895000
3531,41,1187918,0,3,2006,0,3,118,10805.085,60517,9700,88,5,2,2,1.15,5.26,1275000
2742,32,1264783,4,3,1969,0,5,153,6111.1113,37253,8800,575,2,2,3.75,2.34,7.05,935000
6331,74,867770,4,2,1973,0,6,167,5494.012,8603,5240,384,3,1,0.75,2.4,3.66,917500
6965,81,794756,0,3,1900,0,2,53,13207.547,55427,4400,278,6,3,0,0.56,3.06,700000
9301,108,280396,3,3,1968,0,5,108,26833.334,14119,2620,17,1,3,0,1.85,1.47,2898000
6344,74,866391,0,3,2011,0,2,87,21551.725,65439,7100,564,7,2,0.75,2.4,3.66,1875000
9109,106,349192,4,3,2008,-3,6,199,13819.096,62803,7500,236,7,2,0,0.42,1.1,2750000
5353,62,973456,2,1,2013,0,3,74,8844.595,20736,9800,231,5,2,2,1.3,5.5,654500
3144,37,1227831,4,3,1970,0,5,136,7781.4043,65772,6710,123,7,2,2.75,2.08,5.11,1058271
8127,95,595824,0,3,1932,0,3,77,12792.208,25370,7800,450,7,2,0,0.81,2.12,985000
7376,86,735655,4,3,1989,0,4,164,10975.609,24817,7323,169,7,2,0,0.45,2.78,1800000
9732,113,81998,3,3,2001,-7,3,110,28636.363,10913,3650,24,4,3,3.1,3.31,4.79,3150000
2704,32,1268333,0,1,1896,0,4,91,38461.54,22635,2200,310,1,3,3.75,2.34,7.05,3500000
8008,94,619612,3,3,1976,0,4,140,10003.571,24723,2670,180,1,3,0,1.15,2.26,1400500
9350,109,262803,2,3,1971,0,5,76,7236.8423,20761,6880,516,7,2,0,1.85,1.47,550000
3521,41,1189162,4,3,1973,0,6,236,8050.8477,1869,4390,583,6,3,2,1.15,5.26,1900000
4896,57,1018629,4,3,1974,-5,6,182,14065.934,28239,4690,206,6,3,4,3.42,6.52,2560000
3522,41,1189105,4,3,1976,0,5,128,12460.9375,50192,3230,184,4,3,2,1.15,5.26,1595000
6748,79,820385,4,3,2012,-5,6,231,20454.545,14655,7840,259,7,2,0,0.79,3.48,4725000
9212,107,314720,4,3,2005,-1,5,172,26540.697,44527,8722,211,2,2,0,1.85,1.47,4565000
438,5,1444964,4,3,1980,0,6,156,4134.615,16541,7900,366,7,2,5,2.13,9.09,645000
8249,96,568106,3,3,1970,-4,4,106,10377.358,64871,4700,371,6,3,0,0.81,2.12,1100000
8160,95,588910,4,3,1934,-6,5,135,15925.926,34185,7100,564,7,2,0,0.81,2.12,2150000
3846,45,1153577,3,3,1980,0,3,75,10333.333,64812,5220,387,3,1,2,1.82,4.36,775000
1679,20,1352959,4,3,1968,0,6,152,8567.27,34469,3650,24,4,3,4.25,1.85,6.27,1302225
8127,95,596027,2,3,2019,-3,6,148,2263.5134,21649,6830,376,7,2,0,0.81,2.12,335000
1614,19,1358235,4,3,1900,0,6,196,2301.0205,7550,8305,438,2,2,3.75,1.85,6.27,451000
9321,108,273001,4,1,2020,0,5,203,6945.813,50238,7321,155,7,2,0,1.85,1.47,1410000
8588,100,491737,2,3,1988,0,6,205,13414.634,63064,6792,430,7,2,0,0.76,1.35,2750000
9867,114,45813,2,1,1966,0,5,79,25253.164,63622,4480,484,6,3,3.6,3.31,4.79,1995000
2582,30,1278621,4,3,1960,0,6,209,5167.4644,46030,7130,273,7,2,4.75,2.34,7.05,1080000
3178,37,1224401,4,0,1969,0,5,120,4883.3335,16673,9280,487,5,2,2.75,2.08,5.11,586000
5324,62,976157,0,3,2006,0,2,50,16000,5668,9000,3,5,2,2,1.3,5.5,800000
6132,71,889059,0,3,1904,0,3,87,22413.793,32489,7000,140,7,2,1,2.76,4.75,1950000
4786,56,1031024,3,3,1954,0,4,78,11679.59,39503,5210,385,3,1,4,1.69,5.7,911008
1630,19,1356961,4,3,1953,0,3,88,4863.636,17807,6780,456,7,2,3.75,1.85,6.27,428000
7852,92,651316,4,3,1970,-3,5,161,8993.789,38957,9300,504,5,2,0,0.25,2.55,1448000
8830,103,432852,4,3,1971,-6,4,143,15034.965,929,4130,577,6,3,0,0.42,1.1,2150000
1314,16,1381849,1,3,1935,0,5,113,3262.9912,23609,9640,129,5,2,3.25,2.18,7.2,368718
8997,105,386834,4,3,2003,-2,5,175,20571.428,49893,8800,575,2,2,0,0.42,1.1,3600000
8837,103,431172,0,3,2017,-2,4,124,34677.418,45385,2300,312,1,3,0,0.42,1.1,4300000
6447,75,854892,2,1,1968,0,3,63,31706.35,35209,4500,367,6,3,0.25,2.4,3.66,1997500
1816,22,1342595,4,3,1915,0,3,129,7643.4106,29399,9900,143,5,2,3.25,2.5,6.6,986000
9125,106,343669,3,3,1963,0,5,141,10567.376,5235,4930,340,6,3,0,0.42,1.1,1490000
6865,80,806345,0,3,1910,-5,4,83,12469.88,15396,8700,243,2,2,0,0.79,3.48,1035000
4398,51,1080997,4,3,1948,0,3,84,7423.5117,22581,7800,450,7,2,2.75,1.92,5.14,623575
2086,25,1320156,4,3,1997,0,6,131,10496.184,20616,6100,193,7,2,3,2.9,7.33,1375000
4657,54,1047814,0,3,2011,0,4,113,32699.115,62136,4300,233,6,3,3.75,1.69,5.7,3695000
9970,116,21082,4,3,1897,0,5,135,2222.2222,59116,5400,68,3,1,3.6,1.13,4.34,300000
4081,48,1121937,1,3,1880,0,5,138,12753.623,50169,4772,316,6,3,2,1.82,4.36,1760000
80,0,1475216,4,1,1978,0,4,145,5510.3447,48417,8600,441,2,2,7.75,1.26,8.16,799000
868,10,1415868,4,3,1936,0,4,132,7196.9697,32135,8400,110,2,2,3.75,2.13,7.84,950000
8239,96,570726,4,3,1974,0,5,161,10527.95,38135,9900,143,5,2,0,0.81,2.12,1695000
69,0,1476121,4,3,1987,0,5,130,8535.631,9657,6000,300,7,2,7.75,1.26,8.16,1109632
9353,109,261501,4,3,1984,0,5,143,12573.427,5678,6700,120,7,2,0,1.85,1.47,1798000
8726,102,456118,0,3,2021,0,2,49,8290.816,59902,4000,414,6,3,0,0.76,1.35,406250
9352,109,262009,4,3,1969,0,4,118,2754.2373,25756,9870,442,5,2,0,1.85,1.47,325000
11,0,1479644,3,3,1955,0,5,107,8044.86,23349,2830,584,1,3,7.75,1.26,8.16,860800
6455,75,853963,4,1,1900,0,5,144,6944.4443,23114,4440,356,6,3,0.25,2.4,3.66,1000000
9781,114,69341,4,3,1957,1,5,153,9771.242,23975,6800,558,7,2,3.6,3.31,4.79,1495000
9941,115,27942,0,3,1960,-4,2,58,21362.068,4543,3000,217,4,3,3.6,1.13,4.34,1239000
9154,106,334986,0,3,1924,-4,2,68,15441.177,45180,4700,371,6,3,0,0.42,1.1,1050000
4539,53,1063035,4,3,2003,-1,5,153,23921.568,42513,3200,216,4,3,3.5,1.69,5.7,3660000
9736,113,80855,4,3,1898,0,4,96,15625,14777,4900,357,6,3,3.1,3.31,4.79,1500000
10058,117,1446910,0,3,1934,-4,2,72,40000,6468,8000,8,2,2,3.35,1.13,4.34,2880000
9592,111,117730,0,3,1981,-4,2,54,35648.15,7894,2860,505,1,3,1.75,3.31,4.79,1925000
8974,104,393881,4,3,1950,0,2,111,12567.567,3584,4300,233,6,3,0,0.42,1.1,1395000
9726,113,82993,2,3,1978,0,4,80,11812.5,29832,7860,474,7,2,3.1,3.31,4.79,945000
9361,109,259701,4,3,1899,0,7,125,13160,38538,4684,235,6,3,0,1.85,1.47,1645000
4131,48,1115523,4,3,2009,0,5,191,11910.995,49269,3670,567,4,3,2,1.82,4.36,2275000
1716,20,1350104,1,3,1958,0,4,138,6448.0435,25119,6622,92,7,2,4.25,1.85,6.27,889830
5043,58,1000717,0,3,1966,-2,3,72,15625,34844,4700,371,6,3,4,3.42,6.52,1125000
9199,107,319764,0,1,1937,0,2,59,20762.71,39007,5000,381,3,1,0,1.85,1.47,1225000
3319,39,1209972,4,3,1957,0,4,98,9897.959,26572,8361,207,2,2,2,2.08,5.11,970000
4025,47,1129682,4,3,2007,0,6,162,11183.95,55780,4040,275,6,3,2,1.82,4.36,1811800
9139,106,339030,0,3,1900,0,3,79,15189.873,23946,8961,21,2,2,0,0.42,1.1,1200000
1930,23,1332173,4,3,1999,0,5,154,8803.571,47748,9430,551,5,2,2.75,2.5,6.6,1355750
8802,103,439070,4,1,1893,0,4,110,3168.182,23818,4920,507,6,3,0,0.42,1.1,348500
1339,16,1379929,3,3,1917,0,4,84,3869.0476,43798,4400,278,6,3,3.25,2.18,7.2,325000
10125,117,41650,4,3,1897,0,3,80,6875,32697,4684,235,6,3,3.35,1.13,4.34,550000
10094,117,358116,4,3,1892,0,3,100,14950,45216,4690,206,6,3,3.35,1.13,4.34,1495000
3062,36,1234840,4,3,1984,0,6,160,19531.25,35757,3520,130,4,3,3.25,2.42,6.69,3125000
6483,76,850386,3,3,1964,-2,3,78,25000,618,3060,126,4,3,0,2.4,3.66,1950000
7673,89,685177,2,3,1970,-3,3,83,6927.711,8082,5642,348,3,1,0,0.25,2.55,575000
7069,83,780276,4,3,1920,0,6,152,5572.7437,51449,8380,537,2,2,0,0.56,3.06,847057
2966,35,1244135,4,3,1998,0,5,146,12431.507,38750,9260,168,5,2,3.25,2.42,6.69,1815000
8953,104,402604,1,3,1897,0,4,176,15625,44234,8300,380,2,2,0,0.42,1.1,2750000
4815,56,1027489,4,3,1933,-2,6,161,10310.559,1039,7800,450,7,2,4,1.69,5.7,1660000
4721,55,1038927,4,3,1985,0,5,150,23300,34920,8220,74,2,2,4,1.69,5.7,3495000
7734,90,673044,4,3,2017,-6,6,205,10487.805,30695,2770,285,1,3,0,0.25,2.55,2150000
6933,81,798687,4,3,1987,-6,5,134,7014.9253,36800,6400,511,7,2,0,0.56,3.06,940000
9404,109,248527,2,3,2008,-7,4,148,18918.918,32136,5466,37,3,1,0,1.85,1.47,2800000
8524,99,507661,0,3,1933,0,2,120,13431.55,20887,4100,412,6,3,0,0.76,1.35,1611786
9017,105,381911,0,3,1963,-7,2,69,12028.985,51933,9000,3,5,2,0,0.42,1.1,830000
4361,51,1085362,4,3,2008,0,5,144,5555.5557,56250,6000,300,7,2,2.75,1.92,5.14,800000
8925,104,410998,4,3,1952,0,4,90,16644.445,64363,9900,143,5,2,0,0.42,1.1,1498000
3121,37,1229818,4,1,1899,0,5,140,2500,17907,4874,159,6,3,2.75,2.08,5.11,350000
8395,98,535114,2,3,1970,-6,5,93,5483.871,50069,4873,593,6,3,0,0.81,2.12,510000
4024,47,1129767,4,3,1910,0,6,173,6647.399,58087,8260,576,2,2,2,1.82,4.36,1150000
8796,103,440301,3,3,1968,0,3,80,28125,948,5750,410,3,1,0,0.42,1.1,2250000
4437,52,1073758,4,3,1972,0,4,111,15720.721,43402,4700,371,6,3,3,1.92,5.14,1745000
9993,116,14996,4,3,1966,-2,4,125,18000,42512,3200,216,4,3,3.6,1.13,4.34,2250000
7995,94,622140,2,3,2001,0,3,105,9476.19,40482,4500,367,6,3,0,1.15,2.26,995000
5763,67,929968,3,3,2001,-2,3,97,18742.268,7419,8210,10,2,2,0.75,2.31,4.53,1818000
7944,93,634003,4,3,2018,0,7,202,2337.5544,26909,7840,259,7,2,0,1.15,2.26,472186
8760,102,447122,4,3,2011,-2,6,166,25301.205,63051,8362,261,2,2,0,0.76,1.35,4200000
8436,99,526619,4,3,1968,0,4,87,14942.528,33429,3600,144,4,3,0,0.76,1.35,1300000
8946,104,404594,4,3,1965,-1,8,183,17759.562,49699,4100,412,6,3,0,0.42,1.1,3250000
8113,95,598681,0,1,1914,0,3,73,32191.781,58440,2000,141,1,3,0,0.81,2.12,2350000
8327,97,550964,4,3,1877,-4,6,166,7530.1206,53113,4850,493,6,3,0,0.81,2.12,1250000
53,0,1477202,3,3,1978,0,4,105,5857.143,33264,7500,236,7,2,7.75,1.26,8.16,615000
7906,93,641248,4,3,1917,0,4,88,4545.4546,41118,9330,105,5,2,0,1.15,2.26,400000
8957,104,400692,0,3,1919,0,3,80,37812.5,6912,8500,179,2,2,0,0.42,1.1,3025000
2274,27,1304173,3,3,1981,0,3,100,14298.8,32281,2760,352,1,3,4.25,2.9,7.33,1429880
1217,14,1390101,4,3,1980,0,3,121,7024.7935,44074,7451,497,7,2,3.25,2.18,7.2,850000
8372,98,540426,4,2,1961,-5,4,178,10112.359,18755,6000,300,7,2,0,0.81,2.12,1800000
3738,44,1166330,2,1,1977,0,3,46,6847.826,55831,4593,124,6,3,2,1.15,5.26,315000
233,2,1459809,4,3,1971,0,6,216,2754.6296,59127,6440,44,7,2,5.5,1.99,8.39,595000
8600,100,488860,2,3,2021,0,3,55,27236.363,21432,6950,411,7,2,0,0.76,1.35,1498000
6335,74,867396,0,3,1966,-2,2,65,16923.076,30960,2770,285,1,3,0.75,2.4,3.66,1100000
8619,101,482872,4,3,2002,-3,6,176,17613.637,64097,5210,385,3,1,0,0.76,1.35,3100000
3924,46,1143657,4,3,2008,0,3,171,10672.515,30384,8250,113,2,2,2,1.82,4.36,1825000
8967,104,396864,4,3,1976,-5,4,117,16965.812,22243,9220,4,5,2,0,0.42,1.1,1985000
3088,36,1232464,4,3,1985,0,5,187,8021.39,33730,9700,88,5,2,3.25,2.42,6.69,1500000
9796,114,65338,4,3,2021,-7,6,190,24473.684,61161,7500,236,7,2,3.6,3.31,4.79,4650000
3263,38,1215843,4,3,1974,0,5,135,3782.8518,1011,6000,300,7,2,2.5,2.08,5.11,510685
2979,35,1242795,0,3,1930,0,3,60,19000.75,24088,9240,359,5,2,3.25,2.42,6.69,1140045
9064,105,366615,3,3,1978,-3,4,141,20567.375,11339,2660,87,1,3,0,0.42,1.1,2900000
8719,102,457601,4,3,1977,-7,4,156,9775.641,34353,4684,235,6,3,0,0.76,1.35,1525000
600,7,1434093,0,1,1972,0,4,85,3500,46671,8300,380,2,2,6,2.13,9.09,297500
3816,45,1157607,4,3,1913,0,6,149,10906.04,24158,8700,243,2,2,2,1.82,4.36,1625000
6814,80,812605,4,3,1969,-2,5,164,14939.024,7669,8381,524,2,2,0,0.79,3.48,2450000
8360,98,542818,4,3,1979,0,5,129,10658.915,51377,7500,236,7,2,0,0.81,2.12,1375000
6621,77,835628,4,1,1905,0,4,120,4270.2,19419,4780,476,6,3,0,0.79,3.48,512424
7375,86,735681,0,3,1935,0,2,66,34515.152,54580,8000,8,2,2,0,0.45,2.78,2278000
8687,101,466259,2,3,2019,0,3,72,23263.889,43221,7190,58,7,2,0,0.76,1.35,1675000
8956,104,400872,4,3,1986,0,4,130,17653.846,60987,5260,386,3,1,0,0.42,1.1,2295000
823,10,1419386,1,3,1923,0,7,203,5743.8423,53443,9850,227,5,2,3.75,2.13,7.84,1166000
8175,96,586004,4,3,1966,-4,3,128,9375,12460,4640,131,6,3,0,0.81,2.12,1200000
9857,114,48214,4,3,1987,0,3,84,22080.404,22491,2450,313,1,3,3.6,3.31,4.79,1854754
9926,115,31470,4,3,1967,-4,4,127,18503.938,3094,5220,387,3,1,3.6,1.13,4.34,2350000
3826,45,1156117,4,3,2005,0,5,144,2500,61773,8600,441,2,2,2,1.82,4.36,360000
4782,56,1031516,4,3,2008,0,6,194,4474.2266,32289,8260,576,2,2,4,1.69,5.7,868000
272,3,1457601,4,1,1941,0,7,177,3954.8022,43459,2650,254,1,3,5,1.99,8.39,700000
6958,81,795531,0,3,1970,-6,1,42,12857.143,18976,8260,576,2,2,0,0.56,3.06,540000
9351,109,262490,4,3,1965,0,4,85,18176.47,47143,5500,347,3,1,0,1.85,1.47,1545000
8597,100,489300,4,1,1968,0,5,147,13010.204,12126,2600,175,1,3,0,0.76,1.35,1912500
3318,39,1210110,4,3,1985,0,4,129,12364.341,29334,4700,371,6,3,2,2.08,5.11,1595000
8094,95,602473,4,3,1998,0,6,188,10611.702,35303,8654,84,2,2,0,0.81,2.12,1995000
4337,50,1088431,2,3,1983,0,4,76,23684.21,33559,6854,219,7,2,2.5,1.92,5.14,1800000
1779,21,1345547,1,1,1947,0,4,160,5937.5,2402,7620,322,7,2,3.5,2.5,6.6,950000
8415,98,530371,2,1,1978,0,3,64,5560.9375,65479,7860,474,7,2,0,0.81,2.12,355900
9820,114,59210,4,3,1974,-7,5,139,13669.064,46770,4400,278,6,3,3.6,3.31,4.79,1900000
8819,103,435496,2,3,1967,0,1,51,13725.49,62073,8400,110,2,2,0,0.42,1.1,700000
5153,60,990374,4,3,2021,0,5,153,12581.699,53927,2670,180,1,3,4.25,3.42,6.52,1925000
9127,106,342967,3,1,1975,0,6,167,10179.641,1420,5270,383,3,1,0,0.42,1.1,1700000
1330,16,1380625,4,3,1979,0,4,123,6462.8535,59002,8653,518,2,2,3.25,2.18,7.2,794931
4488,52,1068840,0,3,1877,0,1,35,12142.857,49949,5610,38,3,1,3,1.92,5.14,425000
645,8,1430994,4,3,1987,0,4,102,10647.059,23625,2400,311,1,3,5,2.13,9.09,1086000
5120,59,993353,3,3,2011,0,2,63,22380.953,56203,8400,110,2,2,4,3.42,6.52,1410000
4038,47,1127815,4,1,1966,0,4,95,13421.053,42610,2605,86,1,3,2,1.82,4.36,1275000
9198,107,320352,1,3,1880,0,5,135,25185.186,61024,7171,547,7,2,0,1.85,1.47,3400000
7939,93,635259,4,3,1923,-4,7,185,9864.865,20081,4760,591,6,3,0,1.15,2.26,1825000
9795,114,65542,4,3,1913,0,5,116,18965.518,60566,4360,289,6,3,3.6,3.31,4.79,2200000
10015,116,9707,4,2,1965,0,7,152,12828.947,39809,3400,225,4,3,3.6,1.13,4.34,1950000
8594,100,490356,2,1,1937,0,5,111,5945.946,3639,8420,298,2,2,0,0.76,1.35,660000
6639,78,833632,3,3,1955,-3,5,154,23376.623,65204,2830,584,1,3,0,0.79,3.48,3600000
5514,64,957475,2,1,1964,0,4,91,8826.923,1840,3370,344,4,3,1,1.3,5.5,803250
9879,115,43927,4,3,1982,0,5,129,34108.527,5737,2680,467,1,3,3.6,1.13,4.34,4400000
1813,22,1342741,3,3,1950,0,6,148,15033.784,52457,2820,163,1,3,3.25,2.5,6.6,2225000
8518,99,509219,4,3,1918,-4,6,158,11360.76,53486,8850,61,2,2,0,0.76,1.35,1795000
9198,107,320451,2,3,1964,0,4,110,9054.546,4559,9670,334,5,2,0,1.85,1.47,996000
5947,69,908280,2,3,1993,-5,6,178,10533.708,56987,6857,66,7,2,0.75,2.76,4.75,1875000
1531,18,1364672,4,3,1933,0,5,147,3170.068,20338,9240,359,5,2,3.5,1.85,6.27,466000
9816,114,60167,4,3,1932,-1,4,167,25449.102,25592,2600,175,1,3,3.6,3.31,4.79,4250000
4567,53,1059335,4,3,1972,0,4,150,20666.666,34659,2670,180,1,3,3.5,1.69,5.7,3100000
9017,105,381926,0,3,1900,0,4,145,16827.586,22467,4200,460,6,3,0,0.42,1.1,2440000
9948,115,25981,0,3,1930,-4,2,61,34426.23,61374,2500,552,1,3,3.6,1.13,4.34,2100000
3707,43,1169436,4,3,1860,0,3,63,5793.651,24595,7884,149,7,2,2,1.15,5.26,365000
9634,112,108309,4,3,1961,-4,3,108,32500,13376,3520,130,4,3,2.6,3.31,4.79,3510000
6410,75,858752,4,3,1961,0,6,145,12013.793,35755,8722,211,2,2,0.25,2.4,3.66,1742000
4023,47,1129926,4,3,1948,0,4,132,10454.546,64959,6740,75,7,2,2,1.82,4.36,1380000
1337,16,1380175,4,3,1976,0,5,118,12194.915,13403,2300,312,1,3,3.25,2.18,7.2,1439000
9012,105,382882,4,3,1900,0,3,97,12319.588,4269,4780,476,6,3,0,0.42,1.1,1195000
7972,93,627550,4,3,1988,-4,5,146,15136.986,32756,8543,241,2,2,0,1.15,2.26,2210000
1474,17,1369642,4,3,1973,0,5,138,6659.4204,32338,6100,193,7,2,3.5,1.85,6.27,919000
9879,115,44126,4,2,1880,0,3,69,22661.738,16362,5380,99,3,1,3.6,1.13,4.34,1563660
9088,106,356689,3,3,2017,2,4,120,25416.666,41539,8320,353,2,2,0,0.42,1.1,3050000
5853,68,918454,0,2,1961,0,4,98,6833.133,27364,8700,243,2,2,0.75,2.31,4.53,669647
8346,97,546541,0,3,1927,3,4,162,3827.1604,24036,4733,515,6,3,0,0.81,2.12,620000
3604,42,1179170,3,3,2006,0,5,90,14277.777,20852,3790,205,0,0,2,1.15,5.26,1285000
7977,93,626422,3,3,1975,-3,5,135,20740.74,47124,3450,19,4,3,0,1.15,2.26,2800000
9357,109,260548,2,1,1930,0,6,121,23884.297,28379,4581,434,6,3,0,1.85,1.47,2890000
5414,63,966644,3,3,2020,0,4,100,30000,8147,9000,3,5,2,1.2,1.3,5.5,3000000
6427,75,857189,0,3,1981,-2,3,95,13631.579,44326,2765,462,1,3,0.25,2.4,3.66,1295000
7539,88,705855,4,3,1969,0,5,131,10877.862,46152,7400,223,7,2,0,0.45,2.78,1425000
5994,70,903274,4,3,1954,2,5,140,21785.715,52874,2600,175,1,3,0.75,2.76,4.75,3050000
6649,78,832439,4,3,1964,0,5,143,5594.406,35481,6880,516,7,2,0,0.79,3.48,800000
4352,51,1086118,4,3,1965,0,6,234,4893.1626,37779,4930,340,6,3,2.75,1.92,5.14,1145000
9044,105,373367,4,3,1965,-7,4,115,11304.348,11944,7080,95,7,2,0,0.42,1.1,1300000
4361,51,1085279,3,3,1976,0,5,161,19875.777,7178,3500,594,4,3,2.75,1.92,5.14,3200000
4941,57,1013248,4,3,1967,0,4,148,8108.108,51614,4100,412,6,3,4,3.42,6.52,1200000
